V-3,O-3,H-3,L-3,V-2,O-2,H-2,L-2,V-1,O-1,H-1,L-1,Actual,Date
36191330,190.5,194.97,189.46,41626820,190.0,190.7,184.99,67678680,178.37,181.47,175.51,179.73,11/21/2018
28962980,227.93,230.44,227.3,41990210,232.95,237.64,232.31,24413480,234.9,238.13,234.67,236.39,10/15/2019
20565620,159.51,159.77,158.44,52126240,157.9,158.26,153.83,37350060,155.8,155.8,152.75,152.02,09/22/2017
50455070,250.9,263.11,249.38,50721830,270.8,271.7,259.0,42223820,262.74,267.37,261.23,268.7,04/09/2020
25649890,160.14,162.0,159.93,29451050,160.1,163.12,160.0,27215770,163.8,163.89,162.61,163.64,08/31/2017
18069930,191.35,191.97,190.21,16859020,191.39,192.61,191.15,21480120,192.42,192.88,190.44,191.55,06/14/2018
36529680,186.41,189.7,185.41,26544720,186.27,191.75,186.02,33031360,189.91,192.47,188.84,186.93,05/17/2019
25418110,154.11,154.48,151.74,33508960,155.48,158.13,154.32,26147280,155.79,156.33,153.66,156.25,01/29/2019
40387960,92.9,93.66,92.14,36505420,93.97,94.55,93.63,35783320,94.44,95.77,94.3,95.49,07/01/2016
33753490,165.38,167.53,164.39,47597670,166.0,167.45,159.09,64398230,160.4,162.11,155.3,156.86,12/21/2018
20544600,177.81,178.82,176.88,34693280,174.95,175.39,172.66,65270950,170.6,171.22,165.43,166.84,04/23/2018
44366140,149.99,151.83,149.16,35907770,151.78,153.92,151.69,25402270,153.8,154.72,153.54,153.89,09/28/2017
26320740,121.67,122.44,121.6,20495340,122.14,122.35,121.6,30327110,120.93,121.63,120.66,121.15,01/31/2017
28010430,107.52,108.37,107.16,26296260,108.23,108.94,108.01,23839880,108.71,108.9,107.76,108.52,08/11/2016
24817940,105.8,106.5,105.5,31639010,105.66,106.57,105.64,26675250,106.14,106.8,105.62,107.7,09/02/2016
29616190,154.2,157.66,153.26,33259460,157.5,157.88,155.98,30273990,156.41,156.73,152.62,154.15,01/23/2019
18798250,151.8,153.84,151.8,15649120,153.35,153.93,153.06,32429770,153.75,153.99,147.3,149.89,07/28/2017
30386830,112.73,112.75,111.44,32970790,110.82,112.45,110.68,44434220,111.29,111.52,109.56,110.93,10/15/2015
40290580,98.25,98.84,96.92,53454620,96.82,97.97,96.42,92143920,104.27,104.35,102.75,102.83,07/28/2016
64782910,155.19,155.19,146.02,72187710,145.74,146.09,142.51,34089190,147.16,147.45,145.15,147.5,06/14/2017
52411070,114.42,114.79,111.55,29800240,111.64,113.39,111.55,24587490,113.0,113.18,112.34,113.69,09/28/2016
41411350,223.52,228.35,222.57,31801970,225.75,226.84,222.52,36810120,222.15,222.95,217.27,217.79,09/18/2018
43751810,191.51,191.98,186.6,49696100,191.66,192.88,184.58,29771210,188.75,189.76,186.55,188.95,03/28/2019
35907770,151.78,153.92,151.69,25402270,153.8,154.72,153.54,21983410,153.89,154.28,152.7,153.21,09/29/2017
67678680,178.37,181.47,175.51,31096240,179.73,180.27,176.55,23623970,174.94,176.6,172.1,174.24,11/26/2018
38866100,98.84,98.89,96.09,35290570,96.0,96.76,95.8,34240470,96.31,96.9,95.92,96.4,02/23/2016
28310840,109.72,110.54,109.66,29164190,110.12,111.99,110.01,25931710,111.95,112.42,111.4,111.36,11/23/2016
44662320,174.24,174.95,170.26,41156140,171.51,174.77,170.88,45941750,176.73,181.29,174.93,182.66,11/29/2018
28001190,285.08,285.83,278.2,34320200,284.73,289.67,283.89,45765970,289.96,294.53,288.35,286.25,05/01/2020
36054570,172.86,175.08,172.35,28204640,174.65,175.57,172.85,31644240,172.4,173.94,170.34,168.99,02/08/2019
21890090,324.39,325.62,320.78,34312550,323.35,331.75,323.23,23913630,330.25,333.6,327.32,332.14,06/09/2020
41523580,182.66,182.8,177.7,39424260,180.29,180.33,177.03,40537700,184.46,184.94,181.21,180.95,12/04/2018
35074380,97.22,98.09,96.84,38258300,98.67,99.74,98.11,56293490,99.68,100.73,98.64,99.44,05/27/2016
34412090,118.34,120.24,118.22,23687350,120.0,120.5,119.71,25554290,119.4,120.09,119.37,120.45,01/20/2017
50991030,199.0,199.85,193.79,46725710,191.63,197.18,191.45,60547340,193.9,194.48,185.93,188.39,11/15/2018
37847260,190.3,192.14,189.34,67812280,199.13,201.76,197.31,62317430,200.58,208.38,200.35,207.03,08/03/2018
54571440,148.7,148.83,145.9,40622910,149.56,151.82,148.52,45034370,151.29,154.53,149.63,152.5,01/10/2019
19005150,194.61,195.96,193.61,23975350,194.99,195.19,190.1,20912890,191.9,192.2,189.07,190.3,07/31/2018
29271890,281.8,284.54,279.95,28001190,285.08,285.83,278.2,34320200,284.73,289.67,283.89,289.96,04/30/2020
26575010,176.49,178.94,176.41,20544600,177.81,178.82,176.88,34693280,174.95,175.39,172.66,170.6,04/20/2018
39424260,180.29,180.33,177.03,40537700,184.46,184.94,181.21,41141250,180.95,182.39,176.27,171.76,12/06/2018
25763840,109.72,109.9,108.88,25820460,108.78,110.0,108.2,37322930,110.42,112.19,110.27,109.51,04/05/2016
34117030,107.12,108.87,106.55,50901380,107.71,107.81,104.08,32230590,106.57,107.68,106.16,106.7,11/16/2016
33653020,93.33,93.57,92.11,28641180,93.48,93.57,92.46,76183460,92.72,92.78,89.47,90.0,05/13/2016
42009830,94.16,95.21,93.89,30417880,94.64,94.64,93.57,31834020,94.64,95.43,94.52,95.87,05/23/2016
96531890,107.09,109.89,105.05,83825220,112.23,113.24,110.02,53075960,112.17,113.31,111.54,112.03,08/31/2015
40382890,163.05,167.54,162.88,50908540,169.79,173.09,169.0,40113790,172.36,174.82,171.77,172.05,02/20/2018
17192770,149.89,150.23,149.19,19690420,149.9,150.33,148.13,33669020,149.1,150.22,148.41,159.28,08/02/2017
31639010,105.66,106.57,105.64,26675250,106.14,106.8,105.62,26393770,107.7,108.0,106.82,107.9,09/06/2016
29491910,163.75,164.25,160.56,21610300,162.71,162.99,160.52,21905160,162.09,162.24,160.36,160.86,09/08/2017
63000140,97.96,100.48,95.74,79356010,96.2,97.71,95.36,52960810,98.41,98.65,95.5,95.1,01/20/2016
24093300,157.9,160.0,157.65,18969700,159.78,160.87,159.23,16252850,160.42,160.71,159.6,156.75,10/19/2017
51368540,177.25,177.3,173.2,41438280,174.51,174.95,170.53,39075250,172.0,172.0,170.06,170.16,01/29/2018
33136130,100.51,100.89,99.64,36884490,100.58,101.71,100.45,46026600,102.37,103.75,101.37,102.39,03/07/2016
23446340,137.08,137.44,136.7,36362440,137.89,140.15,137.6,26170690,140.0,140.28,138.76,138.78,03/03/2017
39017490,184.85,187.33,183.74,26148590,185.8,188.39,185.79,31440300,188.35,188.99,185.92,186.23,03/20/2019
35617230,164.0,164.33,160.63,41976500,162.13,167.26,161.84,52228910,166.41,169.2,165.27,175.23,05/02/2018
26551000,196.05,200.29,195.21,21124240,199.68,199.88,197.31,21513990,200.37,200.61,198.03,198.8,06/21/2019
16543880,185.26,186.41,184.28,17426160,185.42,188.43,185.2,19636390,189.5,190.68,189.3,190.71,07/10/2018
25184600,159.65,160.56,159.27,25649890,160.14,162.0,159.93,29451050,160.1,163.12,160.0,163.8,08/30/2017
23583810,117.33,117.84,116.78,24308210,118.18,118.21,117.45,19977160,117.25,117.76,113.8,116.86,10/20/2016
32429770,153.75,153.99,147.3,17192770,149.89,150.23,149.19,19690420,149.9,150.33,148.13,149.1,08/01/2017
42876370,114.32,116.31,114.01,40827260,116.04,117.65,115.5,34525630,116.43,117.44,116.01,116.1,08/19/2015
56157370,111.07,111.99,108.8,44654830,112.02,112.25,108.98,96197190,108.91,109.52,105.81,107.28,12/21/2015
33674960,165.67,166.33,161.22,28331540,162.62,165.42,162.41,27850370,164.12,165.73,163.37,164.0,04/27/2018
30280450,221.16,221.83,217.27,28802550,218.93,222.99,216.76,22692880,222.3,222.64,219.34,217.86,10/18/2018
24129630,110.31,111.72,109.7,59118740,109.88,111.32,108.05,57097740,111.09,111.09,105.83,107.12,11/11/2016
23129400,188.77,188.84,186.21,17186760,188.23,189.65,187.65,22409110,187.6,188.75,186.87,187.72,05/30/2018
30273990,156.41,156.73,152.62,23046560,154.15,155.14,151.7,25418110,154.11,154.48,151.74,155.48,01/25/2019
26932880,194.86,196.0,193.6,18253190,193.95,195.97,193.39,21674630,194.7,196.79,193.6,191.55,06/14/2019
40537700,184.46,184.94,181.21,41141250,180.95,182.39,176.27,42704910,171.76,174.78,170.42,173.49,12/07/2018
36529740,179.8,180.54,177.81,23714690,180.2,182.14,178.62,27948160,178.92,180.59,177.91,176.42,05/29/2019
30967960,175.44,179.83,174.52,29773430,184.28,184.99,181.14,22526310,183.08,185.47,182.15,186.51,06/07/2019
45870130,95.0,96.84,94.08,46418230,95.86,97.33,95.19,46315620,96.52,96.92,93.69,93.13,02/08/2016
16529130,141.48,141.88,140.87,14676420,141.41,142.04,141.11,17302160,141.88,142.0,140.45,141.22,04/20/2017
20523870,174.35,175.61,173.93,21532200,174.55,175.06,173.41,23751690,173.16,174.3,173.0,174.59,01/11/2018
23531670,139.39,141.22,138.62,33348400,140.91,144.04,140.62,29174040,143.68,144.49,143.19,144.19,03/30/2017
53038870,364.0,372.38,362.27,48155850,365.0,368.79,358.52,34380630,360.7,365.0,357.57,364.41,06/26/2020
17897140,201.85,203.73,201.56,20191840,203.31,204.39,201.71,17595210,202.45,204.0,202.2,204.09,07/15/2019
17186760,188.23,189.65,187.65,22409110,187.6,188.75,186.87,18503410,187.72,188.0,186.78,187.22,05/31/2018
20320420,141.6,142.15,141.01,17775510,141.91,142.38,141.05,16529130,141.48,141.88,140.87,141.41,04/18/2017
66028640,114.31,115.7,113.31,31396130,115.39,115.86,114.1,36792100,113.87,115.21,113.45,113.65,10/31/2016
43403760,113.46,113.77,110.53,28174980,111.4,112.35,111.23,26538700,110.98,111.46,109.55,108.53,11/04/2016
36340670,112.46,113.37,111.8,21634520,112.71,113.05,112.28,29707270,113.06,114.31,112.63,113.4,10/05/2016
20118620,153.42,154.43,153.33,24452750,153.97,154.17,152.38,16383610,153.17,153.33,152.22,153.58,06/02/2017
36884490,100.58,101.71,100.45,46026600,102.37,103.75,101.37,35890740,102.39,102.83,100.96,100.78,03/08/2016
18890250,171.58,173.0,171.38,21846400,174.16,175.87,173.95,16991610,173.71,175.3,173.17,173.21,02/27/2019
42287640,195.34,197.69,190.78,43751810,191.51,191.98,186.6,49696100,191.66,192.88,184.58,188.75,03/27/2019
28865310,199.54,203.38,198.61,24185530,203.12,204.15,202.52,17841920,202.83,204.94,202.34,204.43,04/23/2019
30341520,142.94,143.35,140.06,20320420,141.6,142.15,141.01,17775510,141.91,142.38,141.05,141.48,04/17/2017
29357940,108.97,110.61,108.83,27150570,109.34,110.5,108.66,32771760,110.8,112.34,110.8,111.62,04/14/2016
31464170,182.59,183.5,179.24,29334630,180.32,180.52,177.81,22676520,178.5,180.24,178.07,178.65,03/16/2018
25247630,289.93,293.68,289.52,33911860,296.24,300.6,295.19,36633880,297.15,300.58,296.5,293.79,01/06/2020
22277930,203.65,207.23,203.61,18355210,208.46,208.91,207.29,14991570,207.67,209.15,207.17,208.89,07/25/2019
37418910,221.85,225.37,220.71,39194720,220.95,221.85,216.47,35644510,218.01,224.3,216.56,224.94,09/12/2018
32443110,204.29,208.84,203.5,38763700,205.88,207.42,200.83,26339500,201.9,205.34,201.75,200.4,05/09/2019
31735810,109.95,110.42,108.12,23553790,108.91,109.77,108.17,29357940,108.97,110.61,108.83,109.34,04/12/2016
15228270,188.38,188.88,186.78,19966590,186.35,188.5,185.76,23129400,188.77,188.84,186.21,188.23,05/25/2018
29377270,258.31,259.53,256.29,16810390,261.07,263.31,260.68,18661340,263.79,265.89,262.73,267.48,12/06/2019
45941750,176.73,181.29,174.93,41523580,182.66,182.8,177.7,39424260,180.29,180.33,177.03,184.46,12/03/2018
26147280,155.79,156.33,153.66,39914850,156.25,158.13,154.11,60800480,163.25,166.15,160.23,166.11,01/31/2019
63140170,246.52,258.68,246.36,51054150,252.75,255.87,247.05,41994110,250.74,255.52,249.4,255.6,03/31/2020
33400950,122.32,122.57,121.71,42832890,122.6,122.64,120.91,69639900,121.5,122.57,117.52,117.42,08/04/2015
41335980,170.0,172.68,168.6,40984540,168.39,169.92,164.94,36778560,168.07,173.1,166.44,173.68,03/27/2018
22632380,268.6,270.07,265.86,19723390,268.81,271.1,268.5,34437040,267.78,272.56,267.32,271.46,12/13/2019
30352690,218.43,220.96,215.13,34755550,225.64,227.49,223.89,30889270,226.27,229.93,225.84,225.82,10/08/2019
22389660,171.39,172.48,169.92,21785180,169.71,171.26,169.38,24603320,171.25,171.7,169.75,169.71,02/19/2019
25704330,108.14,109.54,108.08,33754680,109.63,110.23,109.21,25328680,109.1,109.37,108.34,109.23,08/18/2016
40622910,149.56,151.82,148.52,45034370,151.29,154.53,149.63,35661200,152.5,153.97,150.86,152.88,01/11/2019
24129530,97.17,97.7,97.12,25879680,97.41,97.67,96.84,38885980,97.39,98.99,97.32,98.92,07/15/2016
18904680,143.6,143.88,142.9,30341520,142.94,143.35,140.06,20320420,141.6,142.15,141.01,141.91,04/13/2017
76183460,92.72,92.78,89.47,44223040,90.0,91.67,90.0,61192340,92.39,94.39,91.65,94.55,05/17/2016
51054150,252.75,255.87,247.05,41994110,250.74,255.52,249.4,49250500,255.6,262.49,252.0,246.5,04/01/2020
49687870,98.97,99.06,97.34,49046150,100.55,100.69,98.84,62285770,100.32,101.19,97.3,97.96,01/14/2016
25643090,221.06,222.85,219.44,22187880,222.01,223.76,220.37,57977090,221.38,222.56,217.47,218.95,09/23/2019
59118740,109.88,111.32,108.05,57097740,111.09,111.09,105.83,34117030,107.12,108.87,106.55,107.71,11/14/2016
26356390,322.57,325.22,320.26,29421010,322.37,323.4,318.0,27337220,314.18,321.55,313.85,323.6,02/11/2020
66300930,110.17,111.54,108.73,63849470,109.07,109.62,107.31,57774940,108.01,111.01,107.55,109.88,10/05/2015
38612290,183.52,184.35,180.28,28364850,185.22,188.0,184.7,29748560,184.66,185.71,182.55,179.8,05/23/2019
43293350,113.84,115.92,113.75,33962370,115.04,116.2,114.98,46286150,115.38,116.73,115.23,116.47,12/16/2016
30877540,94.6,95.66,94.37,24460850,95.7,96.5,95.62,28877500,96.49,96.89,96.05,96.75,07/11/2016
26043820,116.35,116.51,115.64,14244050,115.59,116.52,115.59,18131970,116.52,117.8,116.49,117.52,12/28/2016
50415610,349.31,351.06,335.48,50036510,344.72,347.8,334.22,34702230,333.25,345.68,332.58,351.46,06/16/2020
29124140,96.25,96.89,95.35,32042290,95.94,96.29,95.25,75219710,92.91,94.66,92.65,93.0,06/27/2016
41990210,232.95,237.64,232.31,24413480,234.9,238.13,234.67,23040480,236.39,237.65,234.88,233.37,10/16/2019
33031360,189.91,192.47,188.84,32879090,186.93,190.9,186.76,38612290,183.52,184.35,180.28,185.22,05/21/2019
35850010,113.16,113.8,111.8,36340670,112.46,113.37,111.8,21634520,112.71,113.05,112.28,113.06,10/04/2016
25396100,208.0,209.25,207.07,25525650,209.32,209.5,206.76,22493750,206.05,207.81,204.52,207.28,08/09/2018
24619750,201.3,202.76,199.29,22481890,199.62,202.05,199.15,47539790,201.02,212.14,200.83,203.16,08/14/2019
21081620,115.85,116.51,115.75,22115100,115.92,116.86,115.81,31714820,116.78,118.16,116.47,117.95,01/09/2017
32395870,177.3,179.44,176.82,51368540,177.25,177.3,173.2,41438280,174.51,174.95,170.53,172.0,01/26/2018
36464530,98.7,100.13,98.6,23766360,99.56,100.0,99.34,26219110,100.0,100.46,99.74,99.83,07/21/2016
84188210,228.08,228.5,212.61,71882770,236.36,247.69,234.3,75900510,250.75,258.25,244.3,246.52,03/26/2020
23580780,323.6,323.9,318.71,28432570,321.47,327.22,321.47,23686890,324.19,326.22,323.35,324.74,02/14/2020
21634520,112.71,113.05,112.28,29707270,113.06,114.31,112.63,21400410,113.4,113.66,112.69,113.7,10/06/2016
23637310,158.99,159.4,158.09,48846060,158.47,160.97,158.0,28157630,160.11,160.5,158.0,159.51,09/19/2017
46893220,295.52,299.55,291.41,56544250,282.0,290.82,281.23,71686210,263.75,278.09,263.0,277.14,03/10/2020
39668100,167.64,168.5,165.28,59332210,174.0,174.26,171.12,34770480,172.37,174.99,171.72,173.91,11/07/2017
21673390,208.46,210.64,208.44,33935720,208.76,210.16,207.31,69281360,216.42,221.37,211.3,213.9,08/01/2019
23623970,174.94,176.6,172.1,44662320,174.24,174.95,170.26,41156140,171.51,174.77,170.88,176.73,11/28/2018
32081110,277.0,280.79,276.98,28575800,279.57,281.77,278.8,29024690,279.8,281.9,279.12,279.5,12/19/2019
40529120,268.7,270.07,264.7,32755730,268.31,273.7,265.83,48748670,280.0,288.25,278.05,282.4,04/15/2020
31384720,167.41,171.66,167.28,36054570,172.86,175.08,172.35,28204640,174.65,175.57,172.85,172.4,02/07/2019
34499390,158.53,159.36,156.48,35637070,154.89,158.85,154.23,91106840,143.98,145.72,142.0,144.53,01/04/2019
26481320,109.17,110.09,108.85,34113880,110.0,110.03,108.25,26160560,109.5,110.36,109.19,109.26,12/07/2016
20912820,193.63,194.08,191.92,21329170,194.14,194.2,192.34,26580710,191.17,192.0,189.77,191.35,06/11/2018
18965930,214.1,216.36,213.84,18505780,214.65,217.05,214.6,18457720,216.6,216.9,215.11,217.15,08/27/2018
62800770,110.27,113.28,109.9,49793750,111.79,114.21,111.76,58279570,116.58,116.89,114.86,115.93,09/15/2015
64678220,112.18,112.68,109.79,53168580,111.94,112.8,110.35,56157370,111.07,111.99,108.8,112.02,12/17/2015
40984160,95.2,95.9,93.82,35850220,94.0,94.07,92.68,43665160,93.37,93.45,91.85,93.0,05/09/2016
56137230,178.25,184.25,178.17,42557530,185.18,187.67,184.75,28053230,184.99,186.22,183.67,186.55,05/09/2018
22117750,138.74,138.79,137.05,19578920,139.25,139.36,138.64,17048800,138.85,139.43,138.82,139.3,03/14/2017
71882770,236.36,247.69,234.3,75900510,250.75,258.25,244.3,63140170,246.52,258.68,246.36,252.75,03/27/2020
18761470,191.55,193.59,190.3,14669140,192.9,194.96,192.17,26551000,196.05,200.29,195.21,199.68,06/19/2019
20769030,136.43,137.12,136.11,20762360,137.38,137.48,136.3,21754600,135.91,136.66,135.28,137.14,02/27/2017
44811800,96.67,98.21,96.15,38866100,98.84,98.89,96.09,35290570,96.0,96.76,95.8,96.31,02/22/2016
41994110,250.74,255.52,249.4,49250500,255.6,262.49,252.0,44054640,246.5,248.72,239.13,240.34,04/02/2020
25686350,106.48,107.07,105.9,25568350,105.47,106.25,104.89,19354440,106.0,106.19,105.06,104.89,03/29/2016
34494150,113.05,114.12,112.51,35951900,113.85,113.99,112.44,31048170,114.35,114.94,114.0,114.42,09/23/2016
26204670,153.21,154.13,152.0,18631540,154.26,154.45,152.72,16216800,154.01,155.09,153.91,153.63,10/04/2017
24413480,234.9,238.13,234.67,23040480,236.39,237.65,234.88,19286690,233.37,235.24,233.2,235.09,10/17/2019
29421010,322.37,323.4,318.0,27337220,314.18,321.55,313.85,23580780,323.6,323.9,318.71,321.47,02/12/2020
66454720,175.23,177.75,173.8,33944110,175.88,177.5,174.44,56137230,178.25,184.25,178.17,185.18,05/07/2018
54851010,116.53,119.99,116.53,96820670,117.81,118.18,113.33,101593400,112.53,115.42,109.63,116.04,08/13/2015
22751390,219.01,220.54,218.92,27074260,220.15,223.49,219.41,48696960,223.25,228.26,222.4,226.51,08/31/2018
21007650,208.5,209.32,206.66,21162560,210.16,210.45,207.2,20059570,206.43,206.98,204.22,208.39,09/04/2019
23598650,171.18,171.87,170.3,21884010,171.04,171.39,169.64,16041550,170.29,170.56,169.56,170.78,11/21/2017
29174040,143.68,144.49,143.19,21189000,144.19,144.5,143.5,19576480,143.72,144.27,143.01,143.71,04/03/2017
42268040,99.6,100.4,98.82,29139100,99.02,99.54,98.33,40170200,97.6,97.84,96.63,97.79,06/03/2016
29158640,116.04,116.94,115.51,46810020,115.19,115.39,112.85,64678220,112.18,112.68,109.79,111.94,12/15/2015
44829060,123.13,123.82,121.62,39483400,121.85,122.69,120.18,33009110,121.11,121.81,120.62,120.96,11/09/2015
30521720,311.64,317.07,311.15,40653460,316.7,317.57,312.17,30480880,311.85,315.5,309.55,313.59,01/16/2020
21561320,175.03,176.19,174.83,26575010,176.49,178.94,176.41,20544600,177.81,178.82,176.88,174.95,04/19/2018
18355210,208.46,208.91,207.29,14991570,207.67,209.15,207.17,13909560,208.89,209.24,206.73,207.48,07/26/2019
84757780,113.76,114.02,109.77,62800770,110.27,113.28,109.9,49793750,111.79,114.21,111.76,116.58,09/14/2015
82107120,97.61,97.88,94.25,68388840,93.99,94.72,92.51,47844490,93.97,94.08,92.4,94.2,05/03/2016
32345430,105.25,107.29,105.21,25686350,106.48,107.07,105.9,25568350,105.47,106.25,104.89,106.0,03/28/2016
19977160,117.25,117.76,113.8,24100150,116.86,117.38,116.33,22527690,116.81,116.91,116.28,117.1,10/24/2016
31834020,94.64,95.43,94.52,37977020,95.87,97.19,95.67,35074380,97.22,98.09,96.84,98.67,05/25/2016
38158410,130.54,132.09,130.45,22941650,131.35,132.22,131.22,28321440,131.65,132.45,131.12,132.46,02/10/2017
28784550,222.21,224.8,220.2,26656630,223.64,227.27,222.25,41084070,225.46,226.35,216.05,214.52,10/11/2018
26122800,324.66,326.2,322.3,21890090,324.39,325.62,320.78,34312550,323.35,331.75,323.23,330.25,06/08/2020
54017920,213.9,218.03,206.74,40862120,205.53,206.43,201.63,52392970,197.99,198.65,192.58,196.31,08/06/2019
23975350,194.99,195.19,190.1,20912890,191.9,192.2,189.07,37847260,190.3,192.14,189.34,199.13,08/01/2018
33408050,207.03,208.74,205.48,25396100,208.0,209.25,207.07,25525650,209.32,209.5,206.76,206.05,08/08/2018
64398230,160.4,162.11,155.3,95497900,156.86,158.16,149.63,37169230,148.15,151.55,146.59,148.3,12/26/2018
43700570,141.0,141.0,139.89,21258100,140.4,141.5,140.23,39461130,142.11,142.8,139.73,139.85,03/22/2017
23524830,189.83,190.08,188.54,27308200,191.64,191.68,188.38,22727370,191.09,194.46,191.05,193.25,04/03/2019
23714690,180.2,182.14,178.62,27948160,178.92,180.59,177.91,28481170,176.42,179.35,176.0,177.95,05/30/2019
50832950,126.2,127.09,125.06,42090320,125.32,125.74,123.9,44371580,123.09,123.61,122.12,123.38,07/28/2015
34320200,284.73,289.67,283.89,45765970,289.96,294.53,288.35,60154180,286.25,299.0,285.85,289.17,05/04/2020
27649500,144.22,145.46,143.81,21131040,144.29,144.52,143.45,16658660,143.73,144.18,143.27,143.6,04/10/2017
32879090,186.93,190.9,186.76,38612290,183.52,184.35,180.28,28364850,185.22,188.0,184.7,184.66,05/22/2019
23985960,170.32,173.07,169.5,31123000,175.49,179.12,175.35,32416800,180.0,182.67,179.37,182.25,03/13/2019
36592940,291.12,293.97,288.12,36059610,289.46,292.69,285.22,25247630,289.93,293.68,289.52,296.24,01/02/2020
22395560,263.75,264.88,262.1,25093670,263.68,265.78,263.01,21700900,265.8,267.43,264.23,267.9,11/19/2019
43665160,93.37,93.45,91.85,32895650,93.0,93.77,92.59,33653020,93.33,93.57,92.11,93.48,05/11/2016
29976030,109.26,111.19,109.16,27049830,110.86,112.43,110.6,34324350,112.31,114.7,112.31,113.29,12/12/2016
79356010,96.2,97.71,95.36,52960810,98.41,98.65,95.5,72274300,95.1,98.19,93.42,97.06,01/21/2016
21884010,171.04,171.39,169.64,16041550,170.29,170.56,169.56,25047130,170.78,173.7,170.78,173.36,11/22/2017
48079330,116.1,116.52,114.68,68176940,114.08,114.35,111.63,127246600,110.43,111.9,105.65,94.87,08/24/2015
35290570,96.0,96.76,95.8,34240470,96.31,96.9,95.92,31851180,96.4,96.5,94.55,93.98,02/24/2016
39735110,169.95,171.67,168.5,32512580,172.48,172.62,169.63,27315530,169.06,171.52,168.4,167.5,12/06/2017
43250420,165.45,168.35,162.73,33753490,165.38,167.53,164.39,47597670,166.0,167.45,159.09,160.4,12/20/2018
30684390,186.51,191.92,185.77,26220850,191.81,195.37,191.62,26932880,194.86,196.0,193.6,193.95,06/12/2019
33911860,296.24,300.6,295.19,36633880,297.15,300.58,296.5,29644640,293.79,299.96,292.75,299.84,01/07/2020
20222210,137.14,137.44,136.28,23446340,137.08,137.44,136.7,36362440,137.89,140.15,137.6,140.0,03/02/2017
52392970,197.99,198.65,192.58,35824790,196.31,198.07,194.04,33364400,195.41,199.56,193.82,200.2,08/08/2019
26060430,159.26,161.27,159.11,39636190,159.9,160.0,154.63,26208970,156.6,158.57,156.07,159.32,08/14/2017
25058280,101.91,102.91,101.78,40026250,103.96,105.18,103.85,38236730,104.61,106.31,104.59,105.52,03/17/2016
72187710,145.74,146.09,142.51,34089190,147.16,147.45,145.15,31454590,147.5,147.5,143.84,143.32,06/15/2017
57774940,108.01,111.01,107.55,52033100,109.88,111.37,109.07,48702200,110.63,111.74,109.77,111.74,10/07/2015
31123000,175.49,179.12,175.35,32416800,180.0,182.67,179.37,30929740,182.25,183.3,180.92,183.9,03/14/2019
26781730,105.58,106.0,105.28,39546610,106.27,107.65,106.18,28010430,107.52,108.37,107.16,108.23,08/09/2016
25568350,105.47,106.25,104.89,19354440,106.0,106.19,105.06,31154910,104.89,107.79,104.88,108.65,03/30/2016
16553500,193.06,194.85,192.43,19005150,194.61,195.96,193.61,23975350,194.99,195.19,190.1,191.9,07/30/2018
34154130,315.31,319.64,313.63,29706720,323.52,324.76,318.95,26356390,322.57,325.22,320.26,322.37,02/07/2020
25093670,263.68,265.78,263.01,21700900,265.8,267.43,264.23,19069600,267.9,268.0,265.39,265.54,11/20/2019
47767760,121.15,121.39,120.62,111837300,127.03,130.49,127.01,33671250,127.98,129.39,127.78,128.31,02/03/2017
19578920,139.25,139.36,138.64,17048800,138.85,139.43,138.82,15281850,139.3,139.65,138.84,139.41,03/15/2017
23389530,207.28,209.78,207.2,24592460,207.36,209.1,206.67,25864510,207.7,210.95,207.7,210.16,08/14/2018
32152870,119.87,121.36,119.61,45479260,120.79,123.49,120.7,44829060,123.13,123.82,121.62,121.85,11/05/2015
25402270,153.8,154.72,153.54,21983410,153.89,154.28,152.7,26204670,153.21,154.13,152.0,154.26,10/02/2017
75219710,92.91,94.66,92.65,45595680,93.0,93.05,91.5,40387960,92.9,93.66,92.14,93.97,06/29/2016
36486560,308.1,317.05,307.24,40575260,317.83,319.69,310.91,50155640,312.15,315.95,303.21,304.51,05/14/2020
27942430,187.74,190.37,187.65,26167950,189.49,190.06,187.45,20393070,189.01,189.53,187.86,186.78,05/15/2018
33772050,173.67,175.65,173.54,37353670,176.35,179.39,176.21,38885510,179.1,180.48,178.16,179.26,02/28/2018
37034520,110.37,110.94,109.03,26481320,109.17,110.09,108.85,34113880,110.0,110.03,108.25,109.5,12/06/2016
23243160,193.25,196.5,193.15,19090050,194.79,196.37,193.14,18473070,196.45,197.1,195.93,196.42,04/08/2019
27207250,313.59,315.7,312.09,34454120,316.27,318.74,315.0,27710810,317.19,319.02,316.0,318.58,01/22/2020
55548830,297.26,304.18,289.23,57668360,300.95,302.53,286.13,49678430,286.53,297.88,286.5,281.1,02/27/2020
33538550,185.14,186.33,183.45,20490090,186.35,187.2,185.73,25649240,187.25,188.35,184.94,186.12,06/22/2018
33671250,127.98,129.39,127.78,24460160,128.31,129.19,128.16,26784530,129.13,130.5,128.9,130.54,02/07/2017
34949690,170.97,172.48,168.2,28976200,169.88,173.09,169.85,28567110,173.0,174.0,171.53,172.23,04/11/2018
19970040,143.71,144.12,143.05,19865300,143.25,144.89,143.17,27649500,144.22,145.46,143.81,144.29,04/06/2017
22539860,135.67,135.9,134.84,22163280,135.1,135.83,135.1,24487200,136.23,136.75,135.98,136.43,02/22/2017
